SimStep,Vol,Pseudo,L,R,RL,P,pP
9.68,1,1,0,1.997723271,0.002276729,7.946061016,0.053938984
9.69,1,1,0,1.997746039,0.002253961,7.946593724,0.053406276
9.7,1,1,0,1.997768578,0.002231422,7.947121234,0.052878766
9.71,1,1,0,1.997790893,0.002209107,7.947643594,0.052356406
9.72,1,1,0,1.997812984,0.002187016,7.948160854,0.051839146
9.73,1,1,0,1.997834854,0.002165146,7.948673063,0.051326937
9.74,1,1,0,1.997856505,0.002143495,7.949180269,0.050819731
9.75,1,1,0,1.99787794,0.00212206,7.949682519,0.050317481
9.76,1,1,0,1.997899161,0.002100839,7.950179861,0.049820139
9.77,1,1,0,1.997920169,0.002079831,7.950672343,0.049327657
9.78,1,1,0,1.997940967,0.002059033,7.951160009,0.048839991
9.79,1,1,0,1.997961558,0.002038442,7.951642907,0.048357093
9.8,1,1,0,1.997981942,0.002018058,7.952121082,0.047878918
9.81,1,1,0,1.998002123,0.001997877,7.952594579,0.047405421
9.82,1,1,0,1.998022102,0.001977898,7.953063443,0.046936557
9.83,1,1,0,1.998041881,0.001958119,7.953527719,0.046472281
9.84,1,1,0,1.998061462,0.001938538,7.95398745,0.04601255
9.85,1,1,0,1.998080847,0.001919153,7.95444268,0.04555732
9.86,1,1,0,1.998100039,0.001899961,7.954893452,0.045106548
9.87,1,1,0,1.998119038,0.001880962,7.955339809,0.044660191
9.88,1,1,0,1.998137848,0.001862152,7.955781793,0.044218207
9.89,1,1,0,1.998156469,0.001843531,7.956219447,0.043780553
9.9,1,1,0,1.998174905,0.001825095,7.956652812,0.043347188
9.91,1,1,0,1.998193156,0.001806844,7.957081928,0.042918072
9.92,1,1,0,1.998211224,0.001788776,7.957506838,0.042493162
9.93,1,1,0,1.998229112,0.001770888,7.957927581,0.042072419
9.94,1,1,0,1.998246821,0.001753179,7.958344198,0.041655802
9.95,1,1,0,1.998264353,0.001735647,7.958756727,0.041243273
9.96,1,1,0,1.998281709,0.001718291,7.95916521,0.04083479
9.97,1,1,0,1.998298892,0.001701108,7.959569684,0.040430316
9.98,1,1,0,1.998315903,0.001684097,7.959970188,0.040029812
9.99,1,1,0,1.998332744,0.001667256,7.960366761,0.039633239
10,1,1,0,1.998349417,0.001650583,7.96075944,0.03924056
